pair_id,overlap_ratio,noise_type,snr_db,track,cer_greedy,cer_energy_trim,cer_flatness_gate,cer_beam5,cer_halluc_silence,changed_energy_trim,changed_flatness_gate,changed_beam5,changed_halluc_silence
4,0.1,babble,0.0,spk2,1.0,1.0,3.272727,2.818182,1.0,0,1,1,0
4,0.3,clean,clean,spk1,0.444444,0.444444,0.444444,0.666667,0.444444,1,1,1,0
4,0.3,clean,clean,spk2,0.727273,0.545455,0.181818,0.545455,0.727273,1,1,1,0
4,0.3,white,10.0,spk1,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
4,0.3,white,10.0,spk2,0.545455,0.545455,0.545455,0.545455,0.545455,0,1,0,0
4,0.3,white,5.0,spk1,0.777778,0.777778,0.777778,0.888889,0.777778,0,0,1,0
4,0.3,white,5.0,spk2,0.818182,0.818182,0.363636,0.818182,0.818182,0,1,0,0
4,0.3,white,0.0,spk1,1.444444,1.444444,1.666667,1.444444,1.444444,0,1,1,0
4,0.3,white,0.0,spk2,1.090909,1.090909,1.0,20.181818,1.090909,0,1,1,0
4,0.3,pink,10.0,spk1,0.666667,0.666667,0.666667,0.333333,0.666667,0,0,1,0
4,0.3,pink,10.0,spk2,0.727273,0.727273,0.545455,0.545455,0.727273,0,1,1,0
4,0.3,pink,5.0,spk1,0.666667,0.666667,0.666667,0.777778,0.666667,0,0,1,0
4,0.3,pink,5.0,spk2,0.818182,0.818182,0.818182,0.909091,0.818182,0,0,1,0
4,0.3,pink,0.0,spk1,0.777778,0.777778,0.777778,0.777778,0.777778,0,0,0,0
4,0.3,pink,0.0,spk2,1.090909,1.090909,1.090909,0.909091,1.0,0,0,1,1
4,0.3,babble,10.0,spk1,0.888889,0.888889,0.888889,1.333333,0.888889,0,0,1,0
4,0.3,babble,10.0,spk2,0.727273,0.727273,13.181818,0.545455,0.727273,0,1,1,0
4,0.3,babble,5.0,spk1,1.333333,1.333333,1.444444,1.0,1.333333,0,1,1,0
4,0.3,babble,5.0,spk2,1.454545,1.454545,1.363636,0.727273,1.454545,0,1,1,0
4,0.3,babble,0.0,spk1,1.0,1.0,1.0,1.111111,1.0,0,0,1,0
4,0.3,babble,0.0,spk2,1.0,1.0,1.0,1.0,1.0,0,0,0,0
5,0.0,clean,clean,spk1,0.444444,0.444444,0.333333,0.555556,0.444444,1,1,1,0
5,0.0,clean,clean,spk2,0.75,0.5,0.5,0.75,0.625,1,1,1,1
5,0.0,white,10.0,spk1,0.888889,0.888889,0.888889,1.0,0.888889,0,1,1,1
5,0.0,white,10.0,spk2,0.25,0.25,0.5,0.375,0.25,0,1,1,0
5,0.0,white,5.0,spk1,0.888889,0.888889,1.0,1.0,0.888889,0,1,1,0
5,0.0,white,5.0,spk2,0.875,0.875,0.75,0.5,0.875,0,1,1,0
5,0.0,white,0.0,spk1,0.888889,0.888889,1.0,1.0,24.777778,0,1,1,1
5,0.0,white,0.0,spk2,0.875,0.875,0.75,0.5,0.875,0,1,1,0
5,0.0,pink,10.0,spk1,0.888889,0.888889,0.888889,0.777778,0.888889,0,0,1,1
5,0.0,pink,10.0,spk2,0.625,0.625,0.625,0.75,0.625,0,0,1,0
5,0.0,pink,5.0,spk1,0.888889,0.888889,0.888889,1.0,0.888889,0,0,1,0
5,0.0,pink,5.0,spk2,0.625,0.625,0.625,0.5,0.625,0,0,1,0
5,0.0,pink,0.0,spk1,0.888889,0.888889,0.888889,1.222222,0.888889,0,0,1,0
5,0.0,pink,0.0,spk2,0.875,0.875,0.875,1.0,0.875,0,0,1,0
5,0.0,babble,10.0,spk1,0.777778,0.777778,0.777778,0.777778,0.777778,0,1,1,0
5,0.0,babble,10.0,spk2,2.5,2.5,2.25,0.5,0.625,0,1,1,1
5,0.0,babble,5.0,spk1,1.0,1.0,1.111111,1.111111,1.0,0,1,1,0
5,0.0,babble,5.0,spk2,1.875,1.875,1.0,0.875,1.875,0,1,1,0
5,0.0,babble,0.0,spk1,1.0,1.0,1.0,12.333333,1.0,0,0,1,0
5,0.0,babble,0.0,spk2,3.0,3.0,1.375,2.75,55.25,0,1,1,1
5,0.1,clean,clean,spk1,0.444444,0.444444,0.333333,0.555556,0.444444,1,1,1,0
5,0.1,clean,clean,spk2,24.25,0.5,0.5,0.75,0.5,1,1,1,1
5,0.1,white,10.0,spk1,1.0,1.0,1.0,0.888889,1.0,0,1,1,1
5,0.1,white,10.0,spk2,0.125,0.125,0.625,0.375,0.125,0,1,1,0
5,0.1,white,5.0,spk1,0.888889,0.888889,1.0,0.888889,0.888889,0,1,1,0
5,0.1,white,5.0,spk2,0.5,0.5,0.5,0.5,0.5,0,1,1,0
5,0.1,white,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,1,1,1
5,0.1,white,0.0,spk2,1.0,1.0,0.875,0.5,1.0,0,1,1,0
5,0.1,pink,10.0,spk1,0.888889,0.888889,0.888889,0.666667,0.888889,0,0,1,1
5,0.1,pink,10.0,spk2,0.25,0.25,0.5,0.5,0.25,0,1,1,0
5,0.1,pink,5.0,spk1,0.888889,0.888889,0.888889,1.0,0.888889,0,0,1,0
5,0.1,pink,5.0,spk2,0.625,0.625,0.625,0.5,0.625,0,0,1,0
5,0.1,pink,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,1,1
5,0.1,pink,0.0,spk2,0.875,0.875,0.875,0.5,0.875,0,0,1,0
5,0.1,babble,10.0,spk1,0.777778,0.777778,0.777778,0.777778,0.777778,0,1,1,0
5,0.1,babble,10.0,spk2,2.625,2.625,1.5,2.25,2.625,0,1,1,0
5,0.1,babble,5.0,spk1,16.555556,16.555556,1.0,10.111111,16.555556,0,1,1,0
5,0.1,babble,5.0,spk2,1.375,1.375,1.0,1.375,1.375,0,1,1,0
5,0.1,babble,0.0,spk1,2.0,2.0,2.0,24.666667,2.0,0,1,1,0
5,0.1,babble,0.0,spk2,2.0,2.0,2.125,2.375,2.0,0,1,1,0
5,0.3,clean,clean,spk1,0.444444,0.444444,0.333333,0.555556,0.444444,1,1,1,0
5,0.3,clean,clean,spk2,0.75,0.5,0.5,0.25,0.75,1,1,1,0
5,0.3,white,10.0,spk1,1.0,1.0,1.0,1.0,1.0,0,1,1,0
5,0.3,white,10.0,spk2,0.5,0.5,0.5,0.5,0.5,0,1,1,0
5,0.3,white,5.0,spk1,1.111111,1.111111,1.0,1.111111,1.111111,0,1,1,0
5,0.3,white,5.0,spk2,0.875,0.875,0.75,0.625,0.875,0,1,1,0
5,0.3,white,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,1,1,0
5,0.3,white,0.0,spk2,0.875,0.875,0.875,0.875,0.875,0,1,1,0
5,0.3,pink,10.0,spk1,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,0,0
5,0.3,pink,10.0,spk2,0.5,0.5,0.5,0.5,0.5,0,0,1,0
5,0.3,pink,5.0,spk1,1.0,1.0,1.0,1.111111,1.0,0,1,1,0
5,0.3,pink,5.0,spk2,0.75,0.75,0.75,0.5,0.75,0,0,1,0
5,0.3,pink,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
5,0.3,pink,0.0,spk2,0.875,0.875,0.875,0.625,0.875,0,0,1,0
5,0.3,babble,10.0,spk1,0.777778,0.777778,0.777778,0.777778,0.777778,0,1,1,0
5,0.3,babble,10.0,spk2,13.75,13.75,1.0,1.0,0.75,0,1,1,1
5,0.3,babble,5.0,spk1,1.222222,1.222222,1.222222,1.222222,1.222222,0,1,0,0
5,0.3,babble,5.0,spk2,2.125,2.125,2.125,41.625,2.125,0,0,1,0
5,0.3,babble,0.0,spk1,1.666667,1.666667,2.111111,2.0,1.666667,0,1,1,0
5,0.3,babble,0.0,spk2,2.125,2.125,22.625,14.0,1.25,0,1,1,1
6,0.0,clean,clean,spk1,0.222222,0.333333,0.333333,0.333333,0.222222,1,1,1,0
6,0.0,clean,clean,spk2,0.333333,0.222222,0.222222,0.111111,0.333333,1,1,1,0
6,0.0,white,10.0,spk1,0.777778,0.777778,0.777778,0.666667,0.777778,0,0,1,0
6,0.0,white,10.0,spk2,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0
6,0.0,white,5.0,spk1,0.666667,0.666667,0.777778,0.777778,1.0,0,1,1,1
6,0.0,white,5.0,spk2,0.555556,0.555556,0.555556,0.444444,0.555556,0,1,1,0
6,0.0,white,0.0,spk1,0.555556,0.555556,0.777778,0.888889,0.555556,0,1,1,0
6,0.0,white,0.0,spk2,24.777778,24.777778,0.888889,1.0,24.777778,0,1,1,0
6,0.0,pink,10.0,spk1,0.444444,0.444444,0.444444,0.555556,0.444444,0,0,1,0
6,0.0,pink,10.0,spk2,0.222222,0.222222,0.222222,0.333333,0.222222,0,0,1,0
6,0.0,pink,5.0,spk1,0.777778,0.777778,0.777778,0.777778,0.777778,0,0,1,0
6,0.0,pink,5.0,spk2,0.666667,0.666667,0.666667,0.444444,0.666667,0,0,1,0
6,0.0,pink,0.0,spk1,0.777778,0.777778,0.777778,1.111111,0.777778,0,0,1,0
6,0.0,pink,0.0,spk2,0.888889,0.888889,0.888889,0.777778,0.888889,0,0,1,0
6,0.0,babble,10.0,spk1,0.555556,0.555556,0.555556,0.555556,0.555556,0,0,0,0
6,0.0,babble,10.0,spk2,0.777778,0.777778,1.0,0.333333,0.777778,0,1,1,0
6,0.0,babble,5.0,spk1,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,0,0
6,0.0,babble,5.0,spk2,1.333333,1.333333,0.777778,1.444444,1.333333,0,1,1,0
6,0.0,babble,0.0,spk1,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,1,0
6,0.0,babble,0.0,spk2,3.222222,3.222222,1.0,2.444444,3.222222,0,1,1,0
6,0.1,clean,clean,spk1,0.222222,0.333333,0.333333,0.333333,0.222222,1,1,1,0
6,0.1,clean,clean,spk2,0.444444,0.222222,0.222222,0.111111,0.444444,1,1,1,0
6,0.1,white,10.0,spk1,0.666667,0.666667,0.666667,0.444444,0.666667,0,0,1,0
6,0.1,white,10.0,spk2,0.444444,0.444444,0.333333,0.444444,0.444444,0,1,1,0
6,0.1,white,5.0,spk1,0.666667,0.666667,0.666667,0.777778,0.666667,0,0,1,0
6,0.1,white,5.0,spk2,1.222222,1.222222,1.0,0.777778,1.0,0,1,1,1
6,0.1,white,0.0,spk1,0.555556,0.555556,0.777778,0.555556,0.555556,0,1,0,0
6,0.1,white,0.0,spk2,1.555556,1.555556,1.0,0.888889,1.0,0,1,1,1
6,0.1,pink,10.0,spk1,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,0,0
6,0.1,pink,10.0,spk2,0.555556,0.555556,0.555556,0.333333,0.555556,0,0,1,0
6,0.1,pink,5.0,spk1,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
6,0.1,pink,5.0,spk2,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
6,0.1,pink,0.0,spk1,0.777778,0.777778,0.777778,0.555556,0.777778,0,0,1,0
6,0.1,pink,0.0,spk2,1.555556,1.555556,1.555556,0.444444,1.555556,0,0,1,0
6,0.1,babble,10.0,spk1,0.444444,0.444444,0.444444,0.333333,0.444444,0,0,1,0
6,0.1,babble,10.0,spk2,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,1,0
6,0.1,babble,5.0,spk1,0.555556,0.555556,0.555556,0.555556,0.555556,0,0,1,0
6,0.1,babble,5.0,spk2,1.0,1.0,1.333333,1.0,1.0,0,1,0,0
6,0.1,babble,0.0,spk1,1.444444,1.444444,1.444444,1.222222,1.444444,0,0,1,0
6,0.1,babble,0.0,spk2,18.555556,18.555556,1.0,1.0,24.666667,0,1,1,1
6,0.3,clean,clean,spk1,0.222222,0.333333,0.333333,0.333333,0.222222,1,1,1,0
6,0.3,clean,clean,spk2,0.222222,0.222222,0.222222,0.111111,0.222222,0,0,1,0
6,0.3,white,10.0,spk1,0.444444,0.444444,0.777778,0.777778,0.444444,0,1,1,0
6,0.3,white,10.0,spk2,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0
6,0.3,white,5.0,spk1,0.666667,0.666667,0.555556,0.777778,0.666667,0,1,1,0
6,0.3,white,5.0,spk2,0.444444,0.444444,0.333333,0.333333,0.444444,0,1,1,0
6,0.3,white,0.0,spk1,0.555556,0.555556,0.777778,0.777778,0.555556,0,1,1,0
6,0.3,white,0.0,spk2,0.888889,0.888889,0.888889,1.0,0.888889,0,0,1,0
6,0.3,pink,10.0,spk1,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
6,0.3,pink,10.0,spk2,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0
6,0.3,pink,5.0,spk1,0.555556,0.555556,0.555556,0.666667,0.555556,0,0,1,0
6,0.3,pink,5.0,spk2,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,0,0
6,0.3,pink,0.0,spk1,0.666667,0.666667,0.666667,0.888889,0.666667,0,0,1,0
6,0.3,pink,0.0,spk2,0.666667,0.666667,0.666667,0.777778,0.666667,0,0,1,0
6,0.3,babble,10.0,spk1,0.444444,0.444444,0.666667,0.444444,0.444444,0,1,0,0
6,0.3,babble,10.0,spk2,0.111111,0.111111,0.555556,0.111111,0.111111,0,1,0,0
6,0.3,babble,5.0,spk1,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0
6,0.3,babble,5.0,spk2,1.0,1.0,1.0,1.0,1.0,0,0,0,0
6,0.3,babble,0.0,spk1,1.222222,1.222222,1.222222,1.111111,1.222222,0,0,1,0
6,0.3,babble,0.0,spk2,24.777778,24.777778,1.0,24.777778,24.777778,0,1,0,0
7,0.0,clean,clean,spk1,0.615385,0.230769,0.307692,0.692308,0.615385,1,1,1,0
7,0.0,clean,clean,spk2,0.333333,0.333333,0.333333,0.444444,0.333333,0,0,1,0
7,0.0,white,10.0,spk1,0.384615,0.384615,0.384615,0.384615,1.0,0,0,1,1
7,0.0,white,10.0,spk2,0.666667,0.666667,0.666667,0.444444,0.666667,0,1,1,0
7,0.0,white,5.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.0,white,5.0,spk2,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,1,0
7,0.0,white,0.0,spk1,0.846154,0.846154,0.923077,17.307692,17.153846,0,1,1,1
7,0.0,white,0.0,spk2,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,1,0
7,0.0,pink,10.0,spk1,0.615385,0.615385,0.615385,0.538462,0.615385,0,0,1,0
7,0.0,pink,10.0,spk2,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,1,0
7,0.0,pink,5.0,spk1,0.384615,0.384615,0.384615,0.692308,0.384615,0,0,1,0
7,0.0,pink,5.0,spk2,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
7,0.0,pink,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.0,pink,0.0,spk2,0.777778,0.777778,0.777778,0.555556,0.777778,0,0,1,0
7,0.0,babble,10.0,spk1,0.692308,0.692308,0.692308,0.538462,0.692308,0,0,1,0
7,0.0,babble,10.0,spk2,0.555556,0.555556,0.555556,0.555556,0.555556,0,0,1,0
7,0.0,babble,5.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.0,babble,5.0,spk2,1.555556,1.555556,1.444444,0.666667,1.555556,0,1,1,0
7,0.0,babble,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,1,0
7,0.0,babble,0.0,spk2,6.222222,6.222222,2.333333,5.666667,0.777778,0,1,1,1
7,0.1,clean,clean,spk1,0.615385,0.230769,0.307692,0.692308,0.615385,1,1,1,0
7,0.1,clean,clean,spk2,0.333333,0.333333,0.333333,0.444444,0.333333,0,0,1,0
7,0.1,white,10.0,spk1,1.0,1.0,1.0,0.461538,1.0,0,0,1,0
7,0.1,white,10.0,spk2,0.555556,0.555556,0.555556,0.666667,0.555556,0,0,1,0
7,0.1,white,5.0,spk1,0.846154,0.846154,1.0,1.0,1.0,0,1,1,1
7,0.1,white,5.0,spk2,0.555556,0.555556,0.555556,0.666667,0.555556,0,0,1,0
7,0.1,white,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.1,white,0.0,spk2,0.777778,0.777778,0.777778,0.888889,0.777778,0,1,1,0
7,0.1,pink,10.0,spk1,0.692308,0.692308,0.692308,0.461538,0.692308,0,0,1,0
7,0.1,pink,10.0,spk2,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,1,0
7,0.1,pink,5.0,spk1,1.0,1.0,1.0,0.384615,1.0,0,0,1,0
7,0.1,pink,5.0,spk2,0.555556,0.555556,0.555556,0.444444,0.555556,0,0,1,0
7,0.1,pink,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.1,pink,0.0,spk2,0.777778,0.777778,0.777778,0.666667,0.777778,0,0,1,0
7,0.1,babble,10.0,spk1,1.769231,1.769231,0.923077,0.923077,1.769231,0,1,1,0
7,0.1,babble,10.0,spk2,0.555556,0.555556,0.444444,0.555556,0.555556,0,1,1,0
7,0.1,babble,5.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.1,babble,5.0,spk2,0.666667,0.666667,0.555556,0.666667,0.666667,0,1,1,0
7,0.1,babble,0.0,spk1,8.538462,8.538462,8.538462,8.538462,8.538462,0,0,0,0
7,0.1,babble,0.0,spk2,2.222222,2.222222,2.222222,2.666667,0.888889,0,1,1,1
7,0.3,clean,clean,spk1,0.615385,0.230769,0.307692,0.615385,0.615385,1,1,0,0
7,0.3,clean,clean,spk2,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0
7,0.3,white,10.0,spk1,0.461538,0.461538,1.0,0.538462,0.461538,0,1,1,0
7,0.3,white,10.0,spk2,0.666667,0.666667,0.666667,0.666667,0.666667,0,1,1,0
7,0.3,white,5.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.3,white,5.0,spk2,0.555556,0.555556,0.555556,0.666667,0.555556,0,0,1,0
7,0.3,white,0.0,spk1,0.923077,0.923077,1.0,0.923077,1.0,0,1,1,1
7,0.3,white,0.0,spk2,0.777778,0.777778,0.666667,0.666667,0.777778,0,1,1,0
7,0.3,pink,10.0,spk1,0.692308,0.692308,0.692308,0.538462,0.692308,0,0,1,0
7,0.3,pink,10.0,spk2,0.666667,0.666667,0.666667,0.444444,0.666667,0,0,1,0
7,0.3,pink,5.0,spk1,0.461538,0.461538,0.461538,0.461538,1.0,0,0,0,1
7,0.3,pink,5.0,spk2,0.444444,0.444444,0.444444,0.444444,0.444444,0,0,1,0
7,0.3,pink,0.0,spk1,1.0,1.0,1.0,1.0,1.0,0,0,0,0
7,0.3,pink,0.0,spk2,0.666667,0.666667,0.666667,0.555556,0.666667,0,0,1,0
7,0.3,babble,10.0,spk1,1.230769,1.230769,1.0,1.615385,1.0,0,1,1,1
7,0.3,babble,10.0,spk2,0.555556,0.555556,0.555556,0.555556,0.555556,0,1,1,0
7,0.3,babble,5.0,spk1,2.230769,2.230769,1.0,1.846154,0.692308,0,1,1,1
7,0.3,babble,5.0,spk2,0.666667,0.666667,0.555556,0.444444,0.666667,0,1,1,0
7,0.3,babble,0.0,spk1,1.076923,1.076923,0.769231,0.846154,1.076923,0,1,1,0
7,0.3,babble,0.0,spk2,1.333333,1.333333,1.444444,1.444444,1.0,0,1,1,1
