total_cases,tier1_count,tier2_count,tier3_count,tier1_ratio,tier2_ratio,tier3_ratio,average_cost,automatic_coverage,strong_model_call_count,manual_review_count
5,3,2,0,0.6,0.4,0.0,1.92,1.0,1,0
