case_id,hypothesis_source,reference_segment_count,hypothesis_segment_count,segment_count_delta,speaker_set_match,time_range_valid,export_path_valid,inspection_pass,inspection_note
HeavyOverlap,separated_whisper_cleaned,25,25,0,True,True,True,True,Segment export path validated for drift case HeavyOverlap; segment_count_delta=0. Segment reconciliation and cpWER execution remain pending.
